Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2024-08-23,246.86,248.9,245.64,246.99,244.14,494800,ITW
2024-08-22,246.63,247.06,244.57,245.84,243.00,595400,ITW
2024-08-21,244.42,246.77,243.44,246.63,243.79,668600,ITW
2024-08-20,242.58,243.93,241.85,243.38,240.57,569800,ITW
2024-08-19,242.57,243.1,241.05,242.66,239.86,571600,ITW
2024-08-16,239.54,242.71,239.54,241.94,239.15,895100,ITW
2024-08-15,241.16,242.8,239.5,240.26,237.49,970000,ITW
2024-08-14,238.61,240.54,237.96,238.66,235.91,554600,ITW
2024-08-13,237.38,239.47,235.49,238.76,236.01,598800,ITW
2024-08-12,239.2,240.0,236.35,236.62,233.89,870800,ITW
2024-08-09,239.15,240.21,236.29,239.21,236.45,652500,ITW
2024-08-08,238.0,240.14,237.03,239.77,237.00,800500,ITW
2024-08-07,240.2,243.63,236.41,236.86,234.13,838300,ITW
2024-08-06,239.84,242.11,237.56,238.37,235.62,1059600,ITW
2024-08-05,241.95,242.74,237.55,239.36,236.60,1190100,ITW
2024-08-02,240.57,244.07,237.92,243.85,241.04,1281600,ITW
2024-08-01,247.53,248.98,240.92,242.26,239.47,1217100,ITW
2024-07-31,249.24,250.24,245.78,247.28,244.43,1813600,ITW
2024-07-30,255.44,256.32,240.02,249.34,246.46,1814600,ITW
2024-07-29,247.7,249.92,246.58,248.02,245.16,1312400,ITW
2024-07-26,245.48,248.79,243.69,247.49,244.64,882200,ITW
2024-07-25,239.19,246.9,238.5,243.83,241.02,970500,ITW
2024-07-24,241.82,244.21,238.59,239.3,236.54,893000,ITW
2024-07-23,244.62,245.75,242.74,243.06,240.26,642900,ITW
2024-07-22,244.11,245.74,240.47,245.39,242.56,763300,ITW
2024-07-19,250.07,250.28,241.82,242.62,239.82,2575400,ITW
2024-07-18,251.02,254.94,249.04,249.29,246.41,1202700,ITW
2024-07-17,253.28,255.0,252.62,253.89,250.96,782200,ITW
2024-07-16,247.8,253.59,247.8,253.49,250.57,983600,ITW
2024-07-15,245.92,248.0,244.91,246.73,243.88,890800,ITW
2024-07-12,242.39,247.02,241.58,245.93,243.09,1072300,ITW
2024-07-11,236.85,241.64,236.01,240.19,237.42,909300,ITW
2024-07-10,233.27,235.94,233.17,235.91,233.19,859200,ITW
2024-07-09,232.97,235.41,232.97,234.06,231.36,804500,ITW
2024-07-08,233.78,235.22,232.81,233.91,231.21,992800,ITW
2024-07-05,236.0,236.0,232.8,233.14,230.45,1312100,ITW
2024-07-03,236.61,237.48,235.02,235.99,233.27,475400,ITW
2024-07-02,233.34,235.67,233.34,235.51,232.79,949400,ITW
2024-07-01,238.49,238.84,232.77,233.41,230.72,913000,ITW
2024-06-28,236.74,238.72,235.35,236.96,234.23,3403600,ITW
2024-06-27,238.61,239.24,235.85,237.39,233.27,1158300,ITW
2024-06-26,236.71,239.31,235.0,238.88,234.73,855800,ITW
2024-06-25,241.52,241.79,237.08,237.95,233.82,793800,ITW
2024-06-24,241.37,244.23,240.0,242.59,238.38,1296100,ITW
2024-06-21,243.37,243.91,239.83,240.4,236.23,1813700,ITW
2024-06-20,240.15,243.85,239.4,243.33,239.10,1193100,ITW
2024-06-18,239.54,241.77,239.3,240.49,236.31,823400,ITW
2024-06-17,235.56,239.58,235.2,238.95,234.80,1170200,ITW
2024-06-14,238.4,239.43,232.98,235.17,231.09,1019500,ITW
2024-06-13,238.82,240.78,237.02,240.6,236.42,842800,ITW
2024-06-12,240.5,242.35,238.84,239.81,235.65,788400,ITW
2024-06-11,238.36,238.48,236.51,238.24,234.10,845100,ITW
2024-06-10,239.68,240.27,238.68,239.37,235.21,655200,ITW
2024-06-07,240.83,242.11,239.64,240.42,236.25,670900,ITW
2024-06-06,240.7,241.97,239.46,240.97,236.79,730200,ITW
2024-06-05,241.17,242.12,239.43,241.4,237.21,582100,ITW
2024-06-04,238.82,242.13,238.82,240.67,236.49,1260100,ITW
2024-06-03,242.89,243.51,238.0,239.87,235.70,1022200,ITW
2024-05-31,237.84,243.05,237.47,242.75,238.53,2501400,ITW
2024-05-30,235.01,237.98,234.86,237.8,233.67,1053400,ITW
2024-05-29,235.56,236.78,234.6,235.01,230.93,1075400,ITW
2024-05-28,239.85,241.14,236.84,237.41,233.29,1224800,ITW
2024-05-24,241.96,242.53,238.84,240.07,235.90,997900,ITW
2024-05-23,245.65,245.65,240.27,241.45,237.26,1621100,ITW
2024-05-22,247.96,249.98,247.54,248.74,244.42,975000,ITW
2024-05-21,250.35,250.64,248.55,248.78,244.46,901200,ITW
2024-05-20,250.62,251.15,249.04,250.59,246.24,701400,ITW
2024-05-17,250.22,250.71,248.47,250.6,246.25,961800,ITW
2024-05-16,248.43,250.22,246.6,249.77,245.43,1113200,ITW
2024-05-15,250.43,251.7,248.47,249.09,244.76,1045200,ITW
2024-05-14,251.73,252.35,249.3,249.38,245.05,781000,ITW
2024-05-13,251.08,251.95,249.72,250.29,245.94,628500,ITW
2024-05-10,250.73,251.04,249.0,250.33,245.98,585400,ITW
2024-05-09,247.48,249.81,247.48,249.73,245.39,574700,ITW
2024-05-08,246.69,247.85,245.93,247.4,243.10,621400,ITW
2024-05-07,246.88,248.0,246.16,247.14,242.85,728800,ITW
2024-05-06,245.04,246.19,243.53,245.19,240.93,758700,ITW
2024-05-03,243.16,244.52,241.24,243.92,239.68,929900,ITW
2024-05-02,242.71,243.3,239.46,242.04,237.84,1325900,ITW
2024-05-01,244.89,245.84,241.94,242.27,238.06,1304300,ITW
2024-04-30,250.43,251.75,242.63,244.11,239.87,2423700,ITW
2024-04-29,248.03,250.94,248.03,249.24,244.91,1629700,ITW
2024-04-26,247.79,250.09,247.79,248.28,243.97,947200,ITW
2024-04-25,250.24,251.98,247.15,248.16,243.85,1144700,ITW
2024-04-24,250.17,251.94,249.22,251.76,247.39,1252500,ITW
2024-04-23,250.67,252.48,250.13,250.64,246.29,891200,ITW
2024-04-22,251.11,252.71,249.38,249.96,245.62,1004400,ITW
2024-04-19,249.41,250.92,248.48,250.46,246.11,2118600,ITW
2024-04-18,250.53,250.82,248.08,248.83,244.51,810800,ITW
2024-04-17,252.74,252.85,249.03,249.54,245.21,845300,ITW
2024-04-16,253.86,254.32,250.81,251.21,246.85,1032100,ITW
2024-04-15,256.48,257.58,253.39,253.83,249.42,2036400,ITW
2024-04-12,255.7,256.31,251.95,253.51,249.11,1132400,ITW
2024-04-11,258.96,260.75,257.24,257.68,253.21,1104300,ITW
2024-04-10,260.42,261.3,257.71,259.29,254.79,761800,ITW
2024-04-09,262.53,264.41,259.89,262.58,258.02,917200,ITW
2024-04-08,263.78,264.71,261.8,262.04,257.49,771800,ITW
2024-04-05,263.12,264.26,262.03,262.94,258.37,908500,ITW
2024-04-04,266.61,268.04,261.55,261.78,257.23,1064100,ITW
2024-04-03,263.54,264.88,263.33,264.21,259.62,856700,ITW
2024-04-02,266.1,266.56,263.59,263.93,259.35,906700,ITW
2024-04-01,268.13,268.59,265.15,265.23,260.62,919900,ITW
2024-03-28,269.02,269.69,267.37,268.33,263.67,1132500,ITW
2024-03-27,265.78,268.28,265.56,268.21,263.55,887000,ITW
2024-03-26,265.96,267.12,265.28,265.49,259.50,978400,ITW
2024-03-25,267.95,269.19,265.69,265.86,259.87,969600,ITW
2024-03-22,270.84,271.15,268.35,268.66,262.60,1046200,ITW
2024-03-21,268.87,270.54,268.36,270.33,264.24,1164700,ITW
2024-03-20,266.79,268.86,264.98,268.75,262.69,818600,ITW
2024-03-19,263.82,267.08,263.82,266.33,260.33,1117500,ITW
2025-03-19,334.62,336.92,333.64,335.78,335.78,321236,SHW
2025-03-18,339.22,341.5,334.89,335.53,335.53,1645300,SHW
2025-03-17,339.6,344.23,337.62,342.25,342.25,1760100,SHW
2025-03-14,343.95,345.3,339.19,341.78,341.78,1860100,SHW
2025-03-13,350.61,354.62,341.53,342.1,342.10,1959500,SHW
2025-03-12,357.19,357.25,348.68,349.83,349.83,1418800,SHW
2025-03-11,358.0,359.75,351.12,353.02,353.02,2002600,SHW
2025-03-10,355.9,364.23,354.89,357.78,357.78,2445600,SHW
2025-03-07,361.98,365.11,355.46,363.62,363.62,2024500,SHW
2025-03-06,358.19,364.99,356.97,360.08,360.08,2094000,SHW
2025-03-05,356.56,363.17,355.28,362.32,362.32,2000200,SHW
2025-03-04,355.56,360.54,353.13,355.28,355.28,2564400,SHW
2025-03-03,364.27,364.27,354.72,356.73,356.73,2607300,SHW
2025-02-28,359.21,362.87,357.09,362.27,361.48,2799200,SHW
2025-02-27,358.65,362.2,355.2,355.51,354.73,2468400,SHW
2025-02-26,356.44,364.94,355.0,359.59,358.81,2438200,SHW
2025-02-25,346.09,355.57,345.1,353.03,352.26,2063300,SHW
2025-02-24,346.76,347.35,343.02,343.87,343.12,2442500,SHW
2025-02-21,352.73,353.16,342.32,344.57,343.82,2871800,SHW
2025-02-20,350.87,351.25,348.44,350.02,349.26,2041800,SHW
2025-02-19,347.75,352.21,347.39,351.85,351.08,2042700,SHW
2025-02-18,357.7,357.71,350.79,352.99,352.22,1498600,SHW
2025-02-14,362.18,366.45,356.32,356.86,356.08,1872000,SHW
2025-02-13,359.0,361.88,354.55,361.13,360.34,1907300,SHW
2025-02-12,353.0,357.72,348.46,355.5,354.72,1095000,SHW
2025-02-11,360.1,364.71,359.09,361.37,360.58,1111200,SHW
2025-02-10,362.97,362.97,355.94,359.16,358.38,1263200,SHW
2025-02-07,363.94,364.61,357.32,360.57,359.78,951100,SHW
2025-02-06,367.72,368.18,362.8,365.22,364.42,970300,SHW
2025-02-05,360.31,365.42,356.68,364.48,363.69,1619500,SHW
2025-02-04,356.16,358.27,353.13,357.59,356.81,1783200,SHW
2025-02-03,352.43,362.75,349.5,357.64,356.86,1641800,SHW
2025-01-31,365.73,366.68,356.55,358.16,357.38,1870800,SHW
2025-01-30,362.33,370.0,355.56,365.55,364.75,3418600,SHW
2025-01-29,362.6,365.42,359.0,360.41,359.62,1616300,SHW
2025-01-28,363.48,365.27,359.38,364.17,363.38,1338800,SHW
2025-01-27,360.02,364.7,357.16,364.17,363.38,1270500,SHW
2025-01-24,363.01,366.28,358.69,360.15,359.36,1335400,SHW
2025-01-23,358.6,361.64,355.99,361.11,360.32,800000,SHW
2025-01-22,361.84,362.85,356.58,357.74,356.96,1181500,SHW
2025-01-21,359.01,361.82,356.91,361.52,360.73,1808200,SHW
2025-01-17,360.1,366.96,353.04,353.98,353.21,2392500,SHW
2025-01-16,346.44,355.26,344.52,354.17,353.40,1469700,SHW
2025-01-15,352.16,354.03,344.23,346.93,346.17,1741200,SHW
2025-01-14,336.54,343.01,336.4,341.64,340.89,1501400,SHW
2025-01-13,329.72,336.42,327.44,336.12,335.39,1442700,SHW
2025-01-10,330.01,333.35,328.0,330.16,329.44,1685200,SHW
2025-01-08,335.17,337.61,332.2,337.54,336.80,1413700,SHW
2025-01-07,336.02,342.77,331.47,334.4,333.67,1625900,SHW
2025-01-06,337.68,341.75,337.02,337.82,337.08,1841100,SHW
2025-01-03,334.63,338.2,333.04,336.54,335.81,1636100,SHW
2025-01-02,340.2,342.02,331.0,333.16,332.43,2263600,SHW
2024-12-31,338.88,341.07,337.57,339.93,339.19,1053100,SHW
2024-12-30,342.57,342.58,337.1,338.75,338.01,1217400,SHW
2024-12-27,344.09,346.44,341.38,343.29,342.54,881700,SHW
2024-12-26,342.85,346.64,342.85,345.51,344.76,750500,SHW
2024-12-24,343.8,346.52,342.03,346.52,345.76,445900,SHW
2024-12-23,344.35,345.81,340.76,344.84,344.09,1083300,SHW
2024-12-20,339.74,349.35,339.3,345.47,344.72,3294800,SHW
2024-12-19,348.99,349.91,342.18,342.38,341.63,2055800,SHW
2024-12-18,361.58,364.56,348.35,348.66,347.90,2306800,SHW
2024-12-17,363.47,368.58,362.54,362.79,362.00,1292400,SHW
2024-12-16,366.2,368.27,363.96,365.03,364.23,1486600,SHW
2024-12-13,367.18,367.23,362.45,364.5,363.71,1118800,SHW
2024-12-12,370.71,370.96,366.33,366.85,366.05,1219300,SHW
2024-12-11,373.94,374.63,370.51,371.94,371.13,1302400,SHW
2024-12-10,375.36,375.83,370.61,371.6,370.79,1808600,SHW
2024-12-09,385.4,385.9,375.47,376.45,375.63,2337500,SHW
2024-12-06,387.76,389.68,384.46,384.96,384.12,1910000,SHW
2024-12-05,390.42,391.53,384.48,385.24,384.40,1388300,SHW
2024-12-04,394.81,394.89,390.77,392.07,391.22,1213900,SHW
2024-12-03,395.74,398.0,390.37,395.32,394.46,1016900,SHW
2024-12-02,396.05,398.5,392.66,395.58,394.72,1538700,SHW
2024-11-29,397.52,398.77,393.64,397.4,396.53,1373200,SHW
2024-11-27,397.73,400.42,393.9,393.96,393.10,2249100,SHW
2024-11-26,399.76,400.03,395.15,396.14,395.28,1889300,SHW
2024-11-25,392.0,400.31,389.71,399.71,398.84,3291900,SHW
2024-11-22,385.0,388.45,382.96,388.3,387.45,1619900,SHW
2024-11-21,373.09,383.42,369.49,383.32,382.48,2588500,SHW
2024-11-20,374.0,374.0,367.35,371.66,370.85,1440800,SHW
2024-11-19,372.4,375.13,367.37,373.5,372.69,1671700,SHW
2024-11-18,379.01,382.87,373.05,375.35,374.53,1511900,SHW
2024-11-15,385.7,388.65,378.78,378.99,378.16,1722800,SHW
2024-11-14,386.31,388.79,385.34,388.46,386.90,1276600,SHW
2024-11-13,385.05,389.61,383.52,387.29,385.73,1172700,SHW
2024-11-12,391.99,391.99,383.33,383.67,382.13,1146300,SHW
2024-11-11,386.76,391.51,386.76,389.25,387.69,1172600,SHW
2024-11-08,384.98,389.74,381.32,386.67,385.12,2209500,SHW
2024-11-07,384.5,389.19,382.17,384.0,382.46,16521800,SHW
2024-11-06,379.87,383.43,375.28,380.73,379.20,4691300,SHW
2024-11-05,373.83,379.73,373.76,378.21,376.69,2582500,SHW
2024-11-04,382.2,383.7,369.17,374.4,372.90,5565700,SHW
2024-11-01,361.34,363.99,357.59,357.97,356.53,1093800,SHW
2024-10-31,359.76,362.16,358.62,358.77,357.33,949900,SHW
2024-10-30,362.32,365.76,361.63,361.89,360.44,1334000,SHW
2024-10-29,358.87,363.75,358.87,361.62,360.17,1044300,SHW
2024-10-28,363.19,366.1,360.57,363.27,361.81,1002200,SHW
2024-10-25,361.62,365.04,358.63,359.04,357.60,1122000,SHW
2024-10-24,360.14,363.15,359.96,361.59,360.14,1386200,SHW
2024-10-23,358.12,366.08,357.77,362.72,361.26,1847800,SHW
2024-10-22,378.89,389.0,361.0,361.38,359.93,4720200,SHW
2024-10-21,386.45,388.02,380.93,381.75,380.22,1351000,SHW
2024-10-18,391.0,391.0,387.26,388.36,386.80,1280300,SHW
2024-10-17,390.38,392.3,387.51,389.08,387.52,1080700,SHW
2024-10-16,388.23,391.2,388.23,389.39,387.83,777200,SHW
2024-10-15,386.65,392.57,384.56,388.55,386.99,1037100,SHW
2024-10-14,378.9,385.01,377.35,384.16,382.62,849500,SHW
2024-10-11,377.31,379.07,375.82,378.99,377.47,945400,SHW
2024-10-10,376.32,378.71,374.36,376.45,374.94,975500,SHW
2024-10-09,375.32,379.17,374.13,378.96,377.44,834000,SHW
2024-10-08,370.0,375.34,369.08,373.4,371.90,1013400,SHW
2024-10-07,366.0,369.03,363.85,367.78,366.30,805300,SHW
2024-10-04,374.52,374.52,368.25,371.3,369.81,883700,SHW
2024-10-03,377.27,377.27,372.32,373.1,371.60,713800,SHW
2024-10-02,377.45,380.54,376.3,378.16,376.64,794300,SHW
2024-10-01,383.06,383.82,377.72,380.58,379.05,1255500,SHW
2024-09-30,382.43,383.49,376.61,381.67,380.14,1706700,SHW
2024-09-27,383.49,385.25,380.61,382.73,381.19,1325900,SHW
2024-09-26,380.32,385.23,379.95,383.93,382.39,981700,SHW
2024-09-25,383.43,383.43,379.03,381.18,379.65,759400,SHW
2024-09-24,380.25,383.71,379.74,381.56,380.03,1079200,SHW
2024-09-23,379.14,382.4,377.5,381.87,380.34,1213700,SHW
2024-09-20,378.68,379.52,375.71,378.52,377.00,2543500,SHW
2024-09-19,380.0,380.99,376.29,379.75,378.22,1069300,SHW
2024-09-18,378.59,379.64,374.39,375.31,373.80,1172500,SHW
2024-09-17,380.26,382.83,377.1,378.0,376.48,830400,SHW
2024-09-16,377.02,380.13,375.91,379.06,377.54,1154300,SHW
2024-09-13,375.0,378.86,374.56,375.4,373.89,1006400,SHW
2024-09-12,371.15,374.26,367.83,373.97,372.47,902600,SHW
2024-09-11,369.83,372.03,360.23,371.6,370.11,1743800,SHW
2024-09-10,365.61,372.34,364.17,371.85,370.36,1480900,SHW
2024-09-09,362.85,364.72,360.85,363.9,362.44,1169700,SHW
2024-09-06,360.56,364.31,357.91,360.83,359.38,1171200,SHW
2024-09-05,363.12,363.44,358.01,360.08,358.63,874300,SHW
2024-09-04,363.55,365.64,361.46,362.7,361.24,990300,SHW
2024-09-03,368.36,371.19,362.42,363.75,362.29,1446200,SHW
2024-08-30,362.73,370.27,361.15,369.37,367.89,1882200,SHW
2024-08-29,362.84,363.15,359.36,360.61,359.16,847500,SHW
2024-08-28,360.79,362.92,359.52,361.7,360.25,1156500,SHW
2024-08-27,360.69,362.91,359.06,359.98,358.53,1380200,SHW
2024-08-26,359.88,363.13,359.33,360.69,359.24,1359200,SHW
2024-08-23,359.37,360.7,357.27,358.73,357.29,1358600,SHW
2024-08-22,359.08,360.31,356.68,357.91,356.47,1077700,SHW
2024-08-21,355.34,358.88,354.43,357.97,356.53,1238400,SHW
2024-08-20,355.48,358.5,354.38,355.34,353.91,1739800,SHW
2024-08-19,354.82,356.5,353.56,356.0,354.57,1457500,SHW
2024-08-16,355.91,356.55,351.73,354.4,352.98,1023700,SHW
2024-08-15,355.05,357.64,353.84,356.47,354.33,1277800,SHW
2024-08-14,349.4,352.36,348.33,352.15,350.03,1230800,SHW
2024-08-13,343.24,350.5,343.01,349.08,346.98,2487700,SHW
2024-08-12,345.39,345.9,342.05,343.24,341.18,1790000,SHW
2024-08-09,341.75,346.68,341.75,345.64,343.56,1763100,SHW
2024-08-08,341.6,344.58,340.04,342.71,340.65,1774100,SHW
2024-08-07,346.66,347.53,338.86,339.71,337.67,1909700,SHW
2024-08-06,339.63,346.51,337.87,344.12,342.05,2579200,SHW
2024-08-05,341.08,345.08,336.12,339.09,337.05,2539100,SHW
2024-08-02,348.42,349.34,342.57,347.25,345.16,1446500,SHW
2024-08-01,351.38,353.58,346.86,350.38,348.27,1351600,SHW
2024-07-31,354.49,355.7,348.06,350.8,348.69,1785300,SHW
2024-07-30,352.93,356.69,349.62,351.84,349.72,1358200,SHW
2024-07-29,349.48,353.78,348.79,352.55,350.43,1322900,SHW
2024-07-26,344.21,351.99,343.0,349.22,347.12,1928900,SHW
2024-07-25,335.4,348.15,335.4,342.74,340.68,2536100,SHW
2024-07-24,344.16,344.6,331.69,332.02,330.02,1919900,SHW
2024-07-23,339.0,345.55,331.74,344.5,342.43,4163100,SHW
2024-07-22,322.34,323.33,318.01,322.35,320.41,2350500,SHW
2024-07-19,324.8,325.06,320.9,321.85,319.91,1537700,SHW
2024-07-18,324.93,329.84,324.46,325.46,323.50,2013900,SHW
2024-07-17,324.57,327.61,322.35,325.8,323.84,1824100,SHW
2024-07-16,320.23,326.53,319.89,326.4,324.44,2239900,SHW
2024-07-15,317.5,320.84,316.76,318.47,316.55,1961900,SHW
2024-07-12,314.46,320.07,313.03,318.37,316.46,1494700,SHW
2024-07-11,308.45,314.8,306.63,313.97,312.08,1603100,SHW
2024-07-10,300.0,305.9,298.82,305.37,303.53,1241800,SHW
2024-07-09,300.08,300.08,297.86,298.91,297.11,1229200,SHW
2024-07-08,296.42,300.46,296.4,300.25,298.44,1660500,SHW
2024-07-05,296.76,296.76,294.32,295.7,293.92,1097900,SHW
2024-07-03,294.65,297.69,293.56,297.22,295.43,1007000,SHW
2024-07-02,295.51,296.42,292.33,294.65,292.88,2354000,SHW
2024-07-01,298.58,299.12,294.68,295.79,294.01,1818500,SHW
2024-06-28,297.0,299.63,295.87,298.43,296.63,2175800,SHW
2024-06-27,297.02,297.93,295.57,297.0,295.21,1133200,SHW
2024-06-26,293.82,297.42,293.04,296.86,295.07,1617500,SHW
2024-06-25,300.24,301.88,292.27,294.68,292.91,3308800,SHW
2024-06-24,302.0,304.57,300.53,300.55,298.74,1602300,SHW
2024-06-21,302.66,306.9,299.67,301.26,299.45,2312700,SHW
2024-06-20,299.23,303.78,298.05,301.35,299.54,1786400,SHW
2024-06-18,302.49,302.49,298.74,300.19,298.38,1973200,SHW
2024-06-17,296.2,303.16,295.93,302.85,301.03,1535400,SHW
2024-06-14,298.36,299.95,294.4,296.99,295.20,927900,SHW
2024-06-13,298.93,300.71,296.0,300.45,298.64,1333100,SHW
2024-06-12,303.57,306.29,298.39,299.29,297.49,1639800,SHW
2024-06-11,293.18,297.01,291.77,296.0,294.22,1082400,SHW
2024-06-10,290.85,294.9,290.18,293.11,291.35,2137400,SHW
2024-06-07,293.69,295.22,282.09,291.95,290.19,3302700,SHW
2024-06-06,307.92,308.52,303.01,304.06,302.23,1727100,SHW
2024-06-05,306.17,308.39,301.96,308.23,306.38,1607500,SHW
2024-06-04,302.02,306.95,300.04,305.84,304.00,3117700,SHW
2024-06-03,304.98,305.66,298.21,302.03,300.21,1971300,SHW
2024-05-31,302.11,304.62,300.82,303.8,301.97,6144800,SHW
2024-05-30,297.98,302.56,296.35,302.05,300.23,1149100,SHW
2024-05-29,299.34,300.29,295.78,297.43,295.64,1711700,SHW
2024-05-28,304.28,305.44,301.04,301.73,299.92,1735100,SHW
2024-05-24,303.78,307.39,303.45,304.84,303.01,1011200,SHW
2024-05-23,307.54,307.76,302.86,303.09,301.27,1569900,SHW
2024-05-22,309.1,310.66,306.08,307.22,305.37,1876300,SHW
2024-05-21,310.01,311.38,308.67,309.96,308.10,1529700,SHW
2024-05-20,311.75,312.4,308.88,309.42,307.56,1424400,SHW
2024-05-17,315.89,315.89,311.24,312.4,310.52,968600,SHW
2024-05-16,315.96,316.35,313.14,314.02,312.13,1139600,SHW
2024-05-15,316.35,319.84,315.6,316.37,313.76,1509100,SHW
2024-05-14,315.51,316.11,311.93,314.05,311.46,2196100,SHW
2024-05-13,321.5,322.99,315.64,315.87,313.26,1153700,SHW
2024-05-10,322.0,322.27,319.71,320.86,318.21,1075700,SHW
2024-05-09,319.01,320.87,317.35,320.45,317.80,1287500,SHW
2024-05-08,318.01,319.95,317.47,319.0,316.36,933600,SHW
2024-05-07,315.33,319.83,314.58,318.75,316.12,1820400,SHW
2024-05-06,313.64,315.49,311.66,314.99,312.39,1533900,SHW
2024-05-03,315.45,315.57,310.95,311.3,308.73,2027800,SHW
2024-05-02,304.65,306.25,300.64,304.46,301.94,1521000,SHW
2024-05-01,301.19,307.74,298.37,303.34,300.83,1954600,SHW
2024-04-30,305.32,305.32,299.11,299.61,297.13,1779400,SHW
2024-04-29,307.51,309.77,304.91,306.09,303.56,1645300,SHW
2024-04-26,306.19,309.91,305.9,306.45,303.92,1820300,SHW
2024-04-25,303.27,307.54,299.82,304.81,302.29,2004800,SHW
2024-04-24,301.81,304.19,300.36,303.73,301.22,2287900,SHW
2024-04-23,297.83,304.67,294.55,302.36,299.86,4426500,SHW
2024-04-22,306.13,311.99,304.92,309.26,306.71,1638000,SHW
2024-04-19,310.84,311.15,305.37,305.96,303.43,1563300,SHW
2024-04-18,311.48,313.24,307.66,309.38,306.82,1127500,SHW
2024-04-17,310.79,311.4,307.84,310.16,307.60,1523900,SHW
2024-04-16,310.58,311.91,306.93,308.38,305.83,1440700,SHW
2024-04-15,322.05,322.05,313.42,313.97,311.38,1745200,SHW
2024-04-12,317.6,319.25,315.05,318.25,315.62,1280100,SHW
2024-04-11,322.49,322.49,319.29,319.92,317.28,1323300,SHW
2024-04-10,327.4,329.03,321.01,321.16,318.51,1563100,SHW
2024-04-09,336.65,336.88,327.32,334.55,331.79,789900,SHW
2024-04-08,332.48,333.54,330.94,332.3,329.55,1097700,SHW
2024-04-05,331.07,332.52,329.37,331.85,329.11,870300,SHW
2024-04-04,337.64,340.0,328.66,329.86,327.13,1316700,SHW
2024-04-03,333.5,335.5,332.17,334.29,331.53,1095100,SHW
2024-04-02,334.83,335.0,331.6,333.96,331.20,1608100,SHW
